what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275474132246
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474135439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474161593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474166417
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474186159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474190286
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474197308
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474217285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474217887
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474218875
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275474220528
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474224455
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474240160
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474244685
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474267123
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474269071
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474275689
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474280180
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474282173
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474282176
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474282302
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474283613
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474288112
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275474294866
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474303136
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474306887
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1275474317749
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1275474345529
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474347831
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474778002
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474788776
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1275474790568
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275474802986
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474804880
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474833788
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1275474836297
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275474836963
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275474837326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275474838441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275474839130
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1275474842792
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1275474842944
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1275474843116
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1275474843326
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474871793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474879103
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474883043
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474885304
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474897220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275474950252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275474956906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275474959495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474967723
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275474985049
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275474999430
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275475002098
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475007417
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475007586
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475007746
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475007929
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475008096
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475008259
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275475009407
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275475014195
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475016335
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475119773
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1275475161586
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1275475161827
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1275475161852
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1275475162083
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1275475162447
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475162562
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475178834
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1275475180527
